ResearchStudy,,,,,,,
,address-postalcode,"search parameter",address-postalcode,show,string,,"A postalCode specified in an address"
,address-state,"search parameter",address-state,show,string,,"A state specified in an address"
,address-use,"search parameter",address-use,show,code,,"A use code specified in an address"
,birthDate,column,"Birth Date",show,date,,"The date of birth for the individual"
,communication,column,Communication,hide,BackboneElement,,"A language which may be used to communicate with the patient about his or her health"
,contact,column,Contact,hide,BackboneElement,,"A contact party (e.g. guardian, partner, friend) for the patient"
,deceased,"search parameter",deceased,show,boolean,,"This patient has been marked as deceased, or as a death date entered"
,deceased[x],column,Deceased,hide,"boolean,dateTime",,"Indicates if the individual is deceased or not"
,family,"search parameter",family,show,string,,"A portion of the family name of the patient"
,gender,column,Gender,show,code,,"male | female | other | unknown"
,gender,"search parameter",gender,show,code,,"Gender of the patient"
,generalPractitioner,column,"General Practitioner",hide,Reference,,"Patient's nominated primary care provider"
,given,"search parameter",given,show,string,,"A portion of the given name of the patient"
,id,column,Id,show,string,,
,identifier,column,Identifier,show,Identifier,,"An identifier for this patient"
,link,column,Link,hide,BackboneElement,,"Link to another patient resource that concerns the same actual person"
,managingOrganization,column,"Managing Organization",hide,Reference,,"Organization that is the custodian of the patient record"
,maritalStatus,column,"Marital Status",hide,CodeableConcept,,"Marital (civil) status of a patient"
,multipleBirth[x],column,"Multiple Birth",hide,"boolean,integer",,"Whether patient is part of a multiple birth"
,name,column,Name,show,HumanName,,"A name associated with the patient"
,name,"search parameter",name,show,string,,"A server defined search that may match any of the string fields in the HumanName, including family, give, prefix, suffix, suffix, and/or text"
,photo,column,Photo,hide,Attachment,,"Image of the patient"
,telecom,column,Telecom,hide,ContactPoint,,"A contact detail for the individual"
