Account,,,,,,,
,condition,"search parameter",condition,show,reference,,"Reference to a resource (by instance)"
,contributor,column,Contributor,show,Reference,,"Who provided the content of the care plan"
,created,column,Created,show,dateTime,,"Date record was first recorded"
,custodian,"search parameter",custodian,show,reference,,"Who is the designated responsible party"
,custodian,column,Custodian,show,Reference,,"Who is the designated responsible party"
,date,"search parameter",date,show,date,,"Time period plan covers"
,description,column,Description,show,string,,"Summary of nature of plan"
,encounter,"search parameter",encounter,show,reference,,"The Encounter during which this CarePlan was created"
,encounter,column,Encounter,show,Reference,,"The Encounter during which this CarePlan was created"
,goal,"search parameter",goal,show,reference,,"Desired outcome of plan"
,goal,column,Goal,show,Reference,,"Desired outcome of plan"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"External Ids for this plan"
,identifier,column,Identifier,show,Identifier,,"External Ids for this plan"
,instantiates-canonical,"search parameter",instantiates-canonical,show,reference,,"Instantiates FHIR protocol or definition"
,instantiates-uri,"search parameter",instantiates-uri,show,uri,,"Instantiates external protocol or definition"
,instantiatesCanonical,column,"Instantiates Canonical",show,canonical,,"Instantiates FHIR protocol or definition"
,instantiatesUri,column,"Instantiates Uri",show,uri,,"Instantiates external protocol or definition"
,intent,"search parameter",intent,show,code,,"proposal | plan | order | option | directive"
,intent,column,Intent,show,code,,"proposal | plan | order | option | directive"
,note,column,Note,hide,Annotation,,"Comments about the plan"
,part-of,"search parameter",part-of,show,reference,,"Part of referenced CarePlan"
,partOf,column,"Part Of",show,Reference,,"Part of referenced CarePlan"
,patient,"search parameter",patient,show,Patient,,"Who the care plan is for"
,period,column,Period,show,Period,,"Time period plan covers"
,replaces,"search parameter",replaces,show,reference,,"CarePlan replaced by this CarePlan"
,replaces,column,Replaces,show,Reference,,"CarePlan replaced by this CarePlan"
,status,"search parameter",status,show,code,,"draft | active | on-hold | revoked | completed | entered-in-error | unknown"
,status,column,Status,show,code,,"draft | active | on-hold | revoked | completed | entered-in-error | unknown"
,subject,"search parameter",subject,show,reference,,"Who the care plan is for"
,subject,column,Subject,show,Reference,,"Who the care plan is for"
,supportingInfo,column,"Supporting Info",show,Reference,,"Information considered as part of plan"
,title,column,Title,show,string,,"Human-friendly name for the care plan"
CareTeam,,,,,,,
,category,"search parameter",category,show,CodeableConcept,,"Type of team"
,category,column,Category,show,CodeableConcept,,"Type of team"
,date,"search parameter",date,show,date,,"A date within the coverage time period."
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"External Ids for this team"
,identifier,column,Identifier,show,Identifier,,"External Ids for this team"
,managingOrganization,column,"Managing Organization",show,Reference,,"Organization responsible for the care team"
,name,"search parameter",name,show,string,,"Name of the team, such as crisis assessment team"
,name,column,Name,show,string,,"Name of the team, such as crisis assessment team"
,note,column,Note,hide,Annotation,,"Comments made about the CareTeam"
,participant,"search parameter",participant,show,reference,,"Who is involved"
,participant,column,Participant,hide,BackboneElement,,"Members of the team"
,patient,"search parameter",patient,show,Patient,,"Who care team is for"
,period,column,Period,show,Period,,"Time period team covers"
,reason,column,Reason,show,CodeableReference,,"Why the care team exists"
,status,"search parameter",status,show,code,,"proposed | active | suspended | inactive | entered-in-error"
,status,column,Status,show,code,,"proposed | active | suspended | inactive | entered-in-error"
,subject,"search parameter",subject,show,reference,,"Who care team is for"
,subject,column,Subject,show,Reference,,"Who care team is for"
,telecom,column,Telecom,show,ContactPoint,,"A contact detail for the care team (that applies to all members)"
ChargeItem,,,,,,,
,account,"search parameter",account,show,reference,,"Account to place this charge"
,account,column,Account,show,Reference,,"Account to place this charge"
,bodysite,column,Bodysite,show,CodeableConcept,,"Anatomical location, if relevant"
,code,"search parameter",code,show,CodeableConcept,,"A code that identifies the charge, like a billing code"
,code,column,Code,show,CodeableConcept,,"A code that identifies the charge, like a billing code"
,costCenter,column,"Cost Center",show,Reference,,"Organization that has ownership of the (potential, future) revenue"
,definitionCanonical,column,"Definition Canonical",show,canonical,,"Resource defining the code of this ChargeItem"
,definitionUri,column,"Definition Uri",show,uri,,"Defining information about the code of this charge item"
,encounter,"search parameter",encounter,show,reference,,"Encounter associated with event"
,encounter,column,Encounter,show,Reference,,"Encounter associated with this ChargeItem"
,entered-date,"search parameter",entered-date,show,date,,"Date the charge item was entered"
,enteredDate,column,"Entered Date",show,dateTime,,"Date the charge item was entered"
,enterer,"search parameter",enterer,show,reference,,"Individual who was entering"
,enterer,column,Enterer,show,Reference,,"Individual who was entering"
,factor-override,"search parameter",factor-override,show,number,,"Factor overriding the associated rules"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"Business Identifier for item"
,identifier,column,Identifier,show,Identifier,,"Business Identifier for item"
,note,column,Note,hide,Annotation,,"Comments made about the ChargeItem"
,occurrence,"search parameter",occurrence,show,date,,"When the charged service was applied"
,occurrence[x],column,Occurrence,show,"dateTime,Period,Timing",,"When the charged service was applied"
,overrideReason,column,"Override Reason",show,CodeableConcept,,"Reason for overriding the list price/factor"
,partOf,column,"Part Of",show,Reference,,"Part of referenced ChargeItem"
,patient,"search parameter",patient,show,Patient,,"Individual service was done for/to"
,performer,column,Performer,hide,BackboneElement,,"Who performed charged service"
,performer-actor,"search parameter",performer-actor,show,reference,,"Individual who was performing"
,performer-function,"search parameter",performer-function,show,CodeableConcept,,"What type of performance was done"
,performing-organization,"search parameter",performing-organization,show,reference,,"Organization providing the charged service"
,performingOrganization,column,"Performing Organization",show,Reference,,"Organization providing the charged service"
,price-override,"search parameter",price-override,show,quantity,,"Price overriding the associated rules"
,product,column,Product,show,CodeableReference,,"Product charged"
,quantity,"search parameter",quantity,show,quantity,,"Quantity of which the charge item has been serviced"
,quantity,column,Quantity,show,Quantity,,"Quantity of which the charge item has been serviced"
,reason,column,Reason,show,CodeableConcept,,"Why was the charged  service rendered?"
,requesting-organization,"search parameter",requesting-organization,show,reference,,"Organization requesting the charged service"
,requestingOrganization,column,"Requesting Organization",show,Reference,,"Organization requesting the charged service"
,service,"search parameter",service,show,reference,,"Which rendered service is being charged?"
,service,column,Service,show,CodeableReference,,"Which rendered service is being charged?"
,status,"search parameter",status,show,code,,"Is this charge item active"
,status,column,Status,show,code,,"planned | billable | not-billable | aborted | billed | entered-in-error | unknown"
,subject,"search parameter",subject,show,reference,,"Individual service was done for/to"
,subject,column,Subject,show,Reference,,"Individual service was done for/to"
,supportingInformation,column,"Supporting Information",show,Reference,,"Further information supporting this charge"
,totalPriceComponent,column,"Total Price Component",hide,MonetaryComponent,,"Total price overriding the associated rules"
,unitPriceComponent,column,"Unit Price Component",hide,MonetaryComponent,,"Unit price overriding the associated rules"
ClinicalImpression,,,,,,,
,changePattern,column,"Change Pattern",show,CodeableConcept,,"Change in the status/pattern of a subject's condition since previously assessed, such as worsening, improving, or no change"
,date,"search parameter",date,show,date,,"When the assessment was documented"
,date,column,Date,show,dateTime,,"When the assessment was documented"
,description,column,Description,show,string,,"Why/how the assessment was performed"
,effective[x],column,Effective,show,"dateTime,Period",,"Time of assessment"
,encounter,"search parameter",encounter,show,reference,,"The Encounter during which this ClinicalImpression was created"
,encounter,column,Encounter,show,Reference,,"The Encounter during which this ClinicalImpression was created"
,finding,column,Finding,hide,BackboneElement,,"Possible or likely findings and diagnoses"
,finding-code,"search parameter",finding-code,show,CodeableConcept,,"Reference to a concept (by class)"
,finding-ref,"search parameter",finding-ref,show,reference,,"Reference to a resource (by instance)"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"Business identifier"
,identifier,column,Identifier,show,Identifier,,"Business identifier"
,note,column,Note,hide,Annotation,,"Comments made about the ClinicalImpression"
,patient,"search parameter",patient,show,Patient,,"Patient assessed"
,performer,"search parameter",performer,show,reference,,"The clinician performing the assessment"
,performer,column,Performer,show,Reference,,"The clinician performing the assessment"
,previous,"search parameter",previous,show,reference,,"Reference to last assessment"
,previous,column,Previous,show,Reference,,"Reference to last assessment"
,problem,"search parameter",problem,show,reference,,"Relevant impressions of patient state"
,problem,column,Problem,show,Reference,,"Relevant impressions of patient state"
,prognosisCodeableConcept,column,"Prognosis Codeable Concept",show,CodeableConcept,,"Estimate of likely outcome"
,prognosisReference,column,"Prognosis Reference",show,Reference,,"RiskAssessment expressing likely outcome"
,protocol,column,Protocol,show,uri,,"Clinical Protocol followed"
,status,"search parameter",status,show,code,,"preparation | in-progress | not-done | on-hold | stopped | completed | entered-in-error | unknown"
,status,column,Status,show,code,,"preparation | in-progress | not-done | on-hold | stopped | completed | entered-in-error | unknown"
,statusReason,column,"Status Reason",show,CodeableConcept,,"Reason for current status"
,subject,"search parameter",subject,show,reference,,"Patient or group assessed"
,subject,column,Subject,show,Reference,,"Patient or group assessed"
,summary,column,Summary,show,string,,"Summary of the assessment"
,supporting-info,"search parameter",supporting-info,show,reference,,"Information supporting the clinical impression"
,supportingInfo,column,"Supporting Info",show,Reference,,"Information supporting the clinical impression"
Communication,,,,,,,
,about,column,About,show,Reference,,"Resources that pertain to this communication"
,based-on,"search parameter",based-on,show,reference,,"Request fulfilled by this communication"
,basedOn,column,"Based On",show,Reference,,"Request fulfilled by this communication"
,category,"search parameter",category,show,CodeableConcept,,"Message category"
,category,column,Category,show,CodeableConcept,,"Message category"
,encounter,"search parameter",encounter,show,reference,,"The Encounter during which this Communication was created"
,encounter,column,Encounter,show,Reference,,"The Encounter during which this Communication was created"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"Unique identifier"
,identifier,column,Identifier,show,Identifier,,"Unique identifier"
,inResponseTo,column,"In Response To",show,Reference,,"Reply to"
,instantiates-canonical,"search parameter",instantiates-canonical,show,reference,,"Instantiates FHIR protocol or definition"
,instantiates-uri,"search parameter",instantiates-uri,show,uri,,"Instantiates external protocol or definition"
,instantiatesCanonical,column,"Instantiates Canonical",show,canonical,,"Instantiates FHIR protocol or definition"
,instantiatesUri,column,"Instantiates Uri",show,uri,,"Instantiates external protocol or definition"
,medium,"search parameter",medium,show,CodeableConcept,,"A channel of communication"
,medium,column,Medium,show,CodeableConcept,,"A channel of communication"
,note,column,Note,hide,Annotation,,"Comments made about the communication"
,part-of,"search parameter",part-of,show,reference,,"Part of referenced event (e.g. Communication, Procedure)"
,partOf,column,"Part Of",show,Reference,,"Part of referenced event (e.g. Communication, Procedure)"
,patient,"search parameter",patient,show,Patient,,"Focus of message"
,payload,column,Payload,hide,BackboneElement,,"Message payload"
,priority,column,Priority,show,code,,"routine | urgent | asap | stat"
,reason,column,Reason,show,CodeableReference,,"Indication for message"
,received,"search parameter",received,show,date,,"When received"
,received,column,Received,show,dateTime,,"When received"
,recipient,"search parameter",recipient,show,reference,,"Who the information is shared with"
,recipient,column,Recipient,show,Reference,,"Who the information is shared with"
,sender,"search parameter",sender,show,reference,,"Who shares the information"
,sender,column,Sender,show,Reference,,"Who shares the information"
,sent,"search parameter",sent,show,date,,"When sent"
,sent,column,Sent,show,dateTime,,"When sent"
,status,"search parameter",status,show,code,,"preparation | in-progress | not-done | on-hold | stopped | completed | entered-in-error | unknown"
,status,column,Status,show,code,,"preparation | in-progress | not-done | on-hold | stopped | completed | entered-in-error | unknown"
,statusReason,column,"Status Reason",show,CodeableConcept,,"Reason for current status"
,subject,"search parameter",subject,show,reference,,"Focus of message"
,subject,column,Subject,show,Reference,,"Focus of message"
,topic,"search parameter",topic,show,CodeableConcept,,"Description of the purpose/content"
,topic,column,Topic,show,CodeableConcept,,"Description of the purpose/content"
CommunicationRequest,,,,,,,
,about,column,About,show,Reference,,"Resources that pertain to this communication request"
,authored,"search parameter",authored,show,date,,"When request transitioned to being actionable"
,authoredOn,column,"Authored On",show,dateTime,,"When request transitioned to being actionable"
,based-on,"search parameter",based-on,show,reference,,"Fulfills plan or proposal"
,basedOn,column,"Based On",show,Reference,,"Fulfills plan or proposal"
,category,"search parameter",category,show,CodeableConcept,,"Message category"
,category,column,Category,show,CodeableConcept,,"Message category"
,doNotPerform,column,"Do Not Perform",show,boolean,,"True if request is prohibiting action"
,encounter,"search parameter",encounter,show,reference,,"The Encounter during which this CommunicationRequest was created"
,encounter,column,Encounter,show,Reference,,"The Encounter during which this CommunicationRequest was created"
,group-identifier,"search parameter",group-identifier,show,Identifier,,"Composite request this is part of"
,groupIdentifier,column,"Group Identifier",show,Identifier,,"Composite request this is part of"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"Unique identifier"
,identifier,column,Identifier,show,Identifier,,"Unique identifier"
,information-provider,"search parameter",information-provider,show,reference,,"Who should share the information"
,informationProvider,column,"Information Provider",show,Reference,,"Who should share the information"
,intent,column,Intent,show,code,,"proposal | plan | directive | order | original-order | reflex-order | filler-order | instance-order | option"
,medium,"search parameter",medium,show,CodeableConcept,,"A channel of communication"
,medium,column,Medium,show,CodeableConcept,,"A channel of communication"
,note,column,Note,hide,Annotation,,"Comments made about communication request"
,occurrence,"search parameter",occurrence,show,date,,"When scheduled"
,occurrence[x],column,Occurrence,show,"dateTime,Period",,"When scheduled"
,patient,"search parameter",patient,show,Patient,,"Focus of message"
,payload,column,Payload,hide,BackboneElement,,"Message payload"
,priority,"search parameter",priority,show,code,,"routine | urgent | asap | stat"
,priority,column,Priority,show,code,,"routine | urgent | asap | stat"
,reason,column,Reason,show,CodeableReference,,"Why is communication needed?"
,recipient,"search parameter",recipient,show,reference,,"Who to share the information with"
,recipient,column,Recipient,show,Reference,,"Who to share the information with"
,replaces,"search parameter",replaces,show,reference,,"Request(s) replaced by this request"
,replaces,column,Replaces,show,Reference,,"Request(s) replaced by this request"
,requester,"search parameter",requester,show,reference,,"Who asks for the information to be shared"
,requester,column,Requester,show,Reference,,"Who asks for the information to be shared"
,status,"search parameter",status,show,code,,"draft | active | on-hold | revoked | completed | entered-in-error | unknown"
,status,column,Status,show,code,,"draft | active | on-hold | revoked | completed | entered-in-error | unknown"
,statusReason,column,"Status Reason",show,CodeableConcept,,"Reason for current status"
,subject,"search parameter",subject,show,reference,,"Focus of message"
,subject,column,Subject,show,Reference,,"Focus of message"
Condition,,,,,,,
,abatement-age,"search parameter",abatement-age,show,quantity,,"Abatement as age or age range"
,abatement-date,"search parameter",abatement-date,show,date,,"Date-related abatements (dateTime and period)"
,abatement-string,"search parameter",abatement-string,show,string,,"Abatement as a string"
,abatement[x],column,Abatement,show,"dateTime,Age,Period,Range,string",,"When in resolution/remission"
,body-site,"search parameter",body-site,show,CodeableConcept,,"Anatomical location, if relevant"
,bodySite,column,"Body Site",show,CodeableConcept,,"Anatomical location, if relevant"
,category,"search parameter",category,show,CodeableConcept,,"The category of the condition"
,category,column,Category,show,CodeableConcept,,"problem-list-item | encounter-diagnosis"
,clinical-status,"search parameter",clinical-status,show,CodeableConcept,,"The clinical status of the condition"
,clinicalStatus,column,"Clinical Status",show,CodeableConcept,,"active | recurrence | relapse | inactive | remission | resolved | unknown"
,code,"search parameter",code,show,CodeableConcept,,"Code for the condition"
,code,column,Code,show,CodeableConcept,,"Identification of the condition, problem or diagnosis"
,encounter,"search parameter",encounter,show,reference,,"The Encounter during which this Condition was created"
,encounter,column,Encounter,show,Reference,,"The Encounter during which this Condition was created"
,evidence,"search parameter",evidence,show,CodeableConcept,,Manifestation/symptom
,evidence,column,Evidence,show,CodeableReference,,"Supporting evidence for the verification status"
,evidence-detail,"search parameter",evidence-detail,show,reference,,"Supporting information found elsewhere"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"A unique identifier of the condition record"
,identifier,column,Identifier,show,Identifier,,"External Ids for this condition"
,note,column,Note,hide,Annotation,,"Additional information about the Condition"
,onset-age,"search parameter",onset-age,show,quantity,,"Onsets as age or age range"
,onset-date,"search parameter",onset-date,show,date,,"Date related onsets (dateTime and Period)"
,onset-info,"search parameter",onset-info,show,string,,"Onsets as a string"
,onset[x],column,Onset,show,"dateTime,Age,Period,Range,string",,"Estimated or actual date,  date-time, or age"
,participant,column,Participant,hide,BackboneElement,,"Who or what participated in the activities related to the condition and how they were involved"
,participant-actor,"search parameter",participant-actor,show,reference,,"Who or what participated in the activities related to the condition"
,participant-function,"search parameter",participant-function,show,CodeableConcept,,"Type of involvement of the actor in the activities related to the condition"
,patient,"search parameter",patient,show,Patient,,"Who has the condition?"
,recorded-date,"search parameter",recorded-date,show,date,,"Date record was first recorded"
,recordedDate,column,"Recorded Date",show,dateTime,,"Date condition was first recorded"
,severity,"search parameter",severity,show,CodeableConcept,,"The severity of the condition"
,severity,column,Severity,show,CodeableConcept,,"Subjective severity of condition"
,stage,"search parameter",stage,show,CodeableConcept,,"Simple summary (disease specific)"
,stage,column,Stage,hide,BackboneElement,,"Stage/grade, usually assessed formally"
,subject,"search parameter",subject,show,reference,,"Who has the condition?"
,subject,column,Subject,show,Reference,,"Who has the condition?"
,verification-status,"search parameter",verification-status,show,CodeableConcept,,"unconfirmed | provisional | differential | confirmed | refuted | entered-in-error"
,verificationStatus,column,"Verification Status",show,CodeableConcept,,"unconfirmed | provisional | differential | confirmed | refuted | entered-in-error"
DeviceRequest,,,,,,,
,asNeeded,column,"As Needed",show,boolean,,"PRN status of request"
,asNeededFor,column,"As Needed For",show,CodeableConcept,,"Device usage reason"
,authored-on,"search parameter",authored-on,show,date,,"When the request transitioned to being actionable"
,authoredOn,column,"Authored On",show,dateTime,,"When recorded"
,based-on,"search parameter",based-on,show,reference,,"Plan/proposal/order fulfilled by this request"
,basedOn,column,"Based On",show,Reference,,"What request fulfills"
,code,"search parameter",code,show,CodeableConcept,,"Code for what is being requested/ordered"
,code,column,Code,show,CodeableReference,,"Device requested"
,device,"search parameter",device,show,reference,,"Reference to resource that is being requested/ordered"
,doNotPerform,column,"Do Not Perform",show,boolean,,"True if the request is to stop or not to start using the device"
,encounter,"search parameter",encounter,show,reference,,"Encounter during which request was created"
,encounter,column,Encounter,show,Reference,,"Encounter motivating request"
,event-date,"search parameter",event-date,show,date,,"When service should occur"
,group-identifier,"search parameter",group-identifier,show,Identifier,,"Composite request this is part of"
,groupIdentifier,column,"Group Identifier",show,Identifier,,"Identifier of composite request"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"Business identifier for request/order"
,identifier,column,Identifier,show,Identifier,,"External Request identifier"
,instantiates-canonical,"search parameter",instantiates-canonical,show,reference,,"Instantiates FHIR protocol or definition"
,instantiates-uri,"search parameter",instantiates-uri,show,uri,,"Instantiates external protocol or definition"
,instantiatesCanonical,column,"Instantiates Canonical",show,canonical,,"Instantiates FHIR protocol or definition"
,instantiatesUri,column,"Instantiates Uri",show,uri,,"Instantiates external protocol or definition"
,insurance,"search parameter",insurance,show,reference,,"Associated insurance coverage"
,insurance,column,Insurance,show,Reference,,"Associated insurance coverage"
,intent,"search parameter",intent,show,code,,"proposal | plan | original-order |reflex-order"
,intent,column,Intent,show,code,,"proposal | plan | directive | order | original-order | reflex-order | filler-order | instance-order | option"
,note,column,Note,hide,Annotation,,"Notes or comments"
,occurrence[x],column,Occurrence,show,"dateTime,Period,Timing",,"Desired time or schedule for use"
,parameter,column,Parameter,hide,BackboneElement,,"Device details"
,patient,"search parameter",patient,show,Patient,,"Individual the service is ordered for"
,performer,"search parameter",performer,show,reference,,"Desired performer for service"
,performer,column,Performer,show,CodeableReference,,"Requested Filler"
,performer-code,"search parameter",performer-code,show,CodeableConcept,,"Desired performer for service"
,prior-request,"search parameter",prior-request,show,reference,,"Request takes the place of referenced completed or terminated requests"
,priority,column,Priority,show,code,,"routine | urgent | asap | stat"
,quantity,column,Quantity,hide,integer,,"Quantity of devices to supply"
,reason,column,Reason,show,CodeableReference,,"Coded/Linked Reason for request"
,relevantHistory,column,"Relevant History",show,Reference,,"Request provenance"
,replaces,column,Replaces,show,Reference,,"What request replaces"
,requester,"search parameter",requester,show,reference,,"Who/what is requesting service"
,requester,column,Requester,show,Reference,,"Who/what submitted the device request"
,status,"search parameter",status,show,code,,"entered-in-error | draft | active |suspended | completed"
,status,column,Status,show,code,,"draft | active | on-hold | revoked | completed | entered-in-error | unknown"
,subject,"search parameter",subject,show,reference,,"Individual the service is ordered for"
,subject,column,Subject,show,Reference,,"Focus of request"
,supportingInfo,column,"Supporting Info",show,Reference,,"Additional clinical information"
DiagnosticReport,,,,,,,
,based-on,"search parameter",based-on,show,reference,,"Reference to the service request."
,basedOn,column,"Based On",show,Reference,,"What was requested"
,category,"search parameter",category,show,CodeableConcept,,"Which diagnostic discipline/department created the report"
,category,column,Category,show,CodeableConcept,,"Service category"
,code,"search parameter",code,show,CodeableConcept,,"The code for the report, as opposed to codes for the atomic results, which are the names on the observation resource referred to from the result"
,code,column,Code,show,CodeableConcept,,"Name/Code for this diagnostic report"
,composition,column,Composition,show,Reference,,"Reference to a Composition resource for the DiagnosticReport structure"
,conclusion,"search parameter",conclusion,show,CodeableConcept,,"A coded conclusion (interpretation/impression) on the report"
,conclusion,column,Conclusion,hide,markdown,,"Clinical conclusion (interpretation) of test results"
,conclusionCode,column,"Conclusion Code",show,CodeableConcept,,"Codes for the clinical conclusion of test results"
,date,"search parameter",date,show,date,,"The clinically relevant time of the report"
,effective[x],column,Effective,show,"dateTime,Period",,"Clinically relevant time/time-period for report"
,encounter,"search parameter",encounter,show,reference,,"The Encounter when the order was made"
,encounter,column,Encounter,show,Reference,,"Health care event when test ordered"
,id,column,Id,show,string,,
,identifier,"search parameter",identifier,show,Identifier,,"An identifier for the report"
,identifier,column,Identifier,show,Identifier,,"Business identifier for report"
,issued,"search parameter",issued,show,date,,"When the report was issued"
,issued,column,Issued,show,instant,,"DateTime this version was made"
,media,"search parameter",media,show,reference,,"A reference to the image source."
,media,column,Media,hide,BackboneElement,,"Key images or data associated with this report"
,note,column,Note,hide,Annotation,,"Comments about the diagnostic report"
,patient,"search parameter",patient,show,Patient,,"The subject of the report if a patient"
,performer,"search parameter",performer,show,reference,,"Who is responsible for the report"
,performer,column,Performer,show,Reference,,"Responsible Diagnostic Service"
,presentedForm,column,"Presented Form",hide,Attachment,,"Entire report as issued"
,result,"search parameter",result,show,reference,,"Link to an atomic result (observation resource)"
,result,column,Result,show,Reference,,Observations
,results-interpreter,"search parameter",results-interpreter,show,reference,,"Who was the source of the report"
