Condition,,,,,,,
,phase,column,Phase,hide,CodeableConcept,,"n-a | early-phase-1 | phase-1 | phase-1-phase-2 | phase-2 | phase-2-phase-3 | phase-3 | phase-4"
,primaryPurposeType,column,"Primary Purpose Type",hide,CodeableConcept,,"treatment | prevention | diagnostic | supportive-care | screening | health-services-research | basic-science | device-feasibility"
,progress-status-state-actual,"search parameter",progress-status-state-actual,show,composite,,"Status of study by state and actual"
,progress-status-state-period,"search parameter",progress-status-state-period,show,composite,,"Status of study by state and period"
,progress-status-state-period-actual,"search parameter",progress-status-state-period-actual,show,composite,,"Status of study by state, period and actual"
,progressStatus,column,"Progress Status",hide,BackboneElement,,"Status of study with time for that status"
,protocol,"search parameter",protocol,show,reference,,"Steps followed in executing study"
,protocol,column,Protocol,show,Reference,,"Steps followed in executing study"
,recruitment,column,Recruitment,hide,BackboneElement,,"Target or actual group of participants enrolled in study"
,recruitment-actual,column,"# of participants",show,unsignedInt,recruitment.actualNumber,"Actual total number of participants enrolled in study"
,recruitment-actual,"search parameter",recruitment-actual,show,number,,"Actual number of participants enrolled in study across all groups"
,recruitment-target,"search parameter",recruitment-target,show,number,,"Target number of participants enrolled in study across all groups"
,region,"search parameter",region,show,CodeableConcept,,"Geographic area for the study"
,region,column,Region,hide,CodeableConcept,,"Geographic area for the study"
,relatedArtifact,column,"Related Artifact",hide,RelatedArtifact,,"References, URLs, and attachments"
,result,column,Result,hide,Reference,,"Link to results generated during the study"
,site,"search parameter",site,show,reference,,"Facility where study activities are conducted"
,site,column,Site,hide,Reference,,"Facility where study activities are conducted"
,status,"search parameter",status,show,code,,"active | active-but-not-recruiting | administratively-completed | approved | closed-to-accrual | closed-to-accrual-and-intervention | completed | disapproved | enrolling-by-invitation | in-review | not-yet-recruiting | recruiting | temporarily-closed-to-accrual | temporarily-closed-to-accrual-and-intervention | terminated | withdrawn"
,status,column,Status,show,code,,"draft | active | retired | unknown"
,study-design,"search parameter",study-design,show,CodeableConcept,,"Classifications of the study design characteristics"
,studyDesign,column,"Study Design",hide,CodeableConcept,,"Classifications of the study design characteristics"
,title,"search parameter",title,show,string,,"The human readable name of the research study"
,title,column,Title,show,string,,"Human readable name of the study"
,url,column,Url,hide,uri,,"Canonical identifier for this study resource"
,version,column,Version,hide,string,,"The business version for the study record"
,whyStopped,column,"Why Stopped",hide,CodeableConcept,,"accrual-goal-met | closed-due-to-toxicity | closed-due-to-lack-of-study-progress | temporarily-closed-per-study-design"
